id,title,abstract,authors,journal_conference_name,publisher,year,doi,group_name,topic_id,probability,topic_name
1058,fieldtheoretic analysis hadronization using soft drop jet mass,"One of the greatest challenges in quantum chromodynamics is understanding the hadronization mechanism, which is also crucial for carrying out precision physics with jet substructure. In this Letter, we combine recent advancements in our understanding of the field theory-based nonperturbative structure of the soft drop jet mass with precise perturbative calculations of its multi-differential variants at next-to-next-to-leading logarithmic (NNLL) accuracy. This enables a systematic study of its hadronization power corrections in a completely model-independent way. We calibrate and test hadronization models and their interplay with parton showers by comparing our universality predictions with various event generators for quark and gluon initiated jets in both lepton-lepton and hadron-hadron collisions. We find that hadronization models perform better for quark jets relative to gluon jets. Our results provide the necessary toolkit for precision studies with the soft drop jet mass motivating future analyses using real world collider data. The nontrivial constraints derived in our framework are useful for improving the modeling of hadronization and its interface with parton showers in next generation event generators.","['Anna Ferdinand, Kyle Lee, Aditya Pathak']",,arXiv,2023,,hep-ph,12,0.5029996544708049,"jet, jets, jet mass, jet substructure, jet quenching"
6263,randallsundrum models regularized adscft correspondence,"It has been proposed that Randall-Sundrum models can be holographically described by a regularized (broken) conformal field theory. We analyze the foundations of this duality using a regularized version of the AdS/CFT correspondence. We compare two- and three-point correlation functions and find the same behaviour in both descriptions. In particular, we show that the regularization of the deformed CFT generates kinetic terms for the sources, which hence can be naturally treated as dynamical fields. We also discuss the counterterms required for two- and three-point correlators in the renormalized AdS/CFT correspondence.",['Manuel Perez-Victoria'],JHEP 0105 (2001) 064,arXiv,2001,10.1088/1126-6708/2001/05/064,hep-th,23,1.0,"adscft, ads, correlators, correspondence, adscft correspondence"
6860,quark nuclear matter linear chiral meson model,We present an analytical description of the phase transitions from a nucleon gas to nuclear matter and from nuclear matter to quark matter within the same model. The equation of state for quark and nuclear matter is encoded in the effective potential of a linear sigma model. We exploit an exact differential equation for its dependence upon the chemical potential $\mu$ associated to conserved baryon number. An approximate solution for vanishing temperature is used to discuss possible phase transitions as the baryon density increases. For a nucleon gas and nuclear matter we find a substantial density enhancement as compared to quark models which neglect the confinement to baryons. The results point out that the latter models are not suitable to discuss the phase diagram at low temperature.,"['J. Berges, D. -U. Jungnickel, C. Wetterich']",Int.J.Mod.Phys. A18 (2003) 3189-3220,arXiv,1998,10.1142/S0217751X03014034,hep-ph,-1,0.0,Other
3259,adscft little hierarchy problem,"The AdS/CFT correspondence is applied to a close analogue of the little hierarchy problem in $AdS_{d+1}$, $d \geq 3$. The new mechanism requires a Maxwell field that gauges a $U(1)_R$ symmetry in a bulk supergravity theory with a negative cosmological constant. Supersymmetry is explicitly broken by a non-local boundary term with dimensionless coupling $h$. Non-locality appears to cause no pathology, and the SUSY breaking deformation engendered is exactly marginal. SUSY breaking effects in the bulk are computed using the $U(1)$ Ward identity. Conformal dimensions and thus masses of scalar and spinor partners are split simply because they carry different R-charges. However SUSY breaking effects cancel to all orders for R-neutral fields, even in diagrams with internal R-charged loops. SUSY breaking corrections can be summed to all orders in $h$. Diagrams involving graviton loops do not introduce any further SUSY breaking corrections. A possible scenario for a flat spacetime limit is outlined.","['Xi Dong, Daniel Z. Freedman, Yue Zhao']",,arXiv,2015,,hep-th,23,0.9259791457399577,"adscft, ads, correlators, correspondence, adscft correspondence"
4948,discovery mas ultracool binary laser guide star adaptive optics,"We present the discovery of 2MASS J21321145+1341584AB as a closely separated (0.066"") very low-mass field dwarf binary resolved in the near-infrared by the Keck II Telescope using laser guide star adaptive optics. Physical association is deduced from the angular proximity of the components and constraints on their common proper motion. We have obtained a near-infrared spectrum of the binary and find that it is best described by an L5+/-0.5 primary and an L7.5+/-0.5 secondary. Model-dependent masses predict that the two components straddle the hydrogen burning limit threshold with the primary likely stellar and the secondary likely substellar. The properties of this sytem - close projected separation (1.8+/-0.3 AU) and near unity mass ratio - are consistent with previous results for very low-mass field binaries. The relatively short estimated orbital period of this system (~7-12 yr) makes it a good target for dynamical mass measurements. Interestingly, the system's angular separation is the tightest yet for any very low-mass binary published from a ground-based telescope and is the tightest binary discovered with laser guide star adaptive optics to date.","['Nick Siegler, Laird M. Close, Adam J. Burgasser, Kelle L. Cruz, Christian Marois, Bruce Macintosh, Travis Barman']","Astron.J.133:2320-2326,2007",arXiv,2007,10.1086/513273,astro-ph,92,1.0,"differential astrometry, astrometry, phases differential, differential, phases"
409,linkq llmassisted visual interface knowledge graph questionanswering,"We present LinkQ, a system that leverages a large language model (LLM) to facilitate knowledge graph (KG) query construction through natural language question-answering. Traditional approaches often require detailed knowledge of a graph querying language, limiting the ability for users -- even experts -- to acquire valuable insights from KGs. LinkQ simplifies this process by implementing a multistep protocol in which the LLM interprets a user's question, then systematically converts it into a well-formed query. LinkQ helps users iteratively refine any open-ended questions into precise ones, supporting both targeted and exploratory analysis. Further, LinkQ guards against the LLM hallucinating outputs by ensuring users' questions are only ever answered from ground truth KG data. We demonstrate the efficacy of LinkQ through a qualitative study with five KG practitioners. Our results indicate that practitioners find LinkQ effective for KG question-answering, and desire future LLM-assisted exploratory data analysis systems.","['Harry Li, Gabriel Appleby, Ashley Suh']","H. Li, G. Appleby and A. Suh, ""LinkQ: An LLM-Assisted Visual
  Interface for Knowledge Graph Question-Answering,"" 2024 IEEE Visualization
  and Visual Analytics (VIS)",arXiv,2024,10.1109/VIS55277.2024.00031,cs.CL,-1,0.0,Other
2800,proving parikhs theorem using chomskyschutzenberger theorem,"Parikh theorem was originally stated and proved by Rohkit Parikh in MIT research report in 1961. Many different proofs of this classical theorems were produced then; our goal is to give another proof using Chomsky-Schutzenberger representation theorem. We present the proof which doesn't use any formal language theory tool at all except the representation theorem, just some linear algebra.",['Dmitry Golubenko'],,arXiv,2017,,cs.FL,-1,0.0,Other
7253,observations two molecular clouds extremely large velocity dispersions,"We have mapped two molecular clouds at (l, b) = (3.2 degrees, + 0.3 degrees) and (l, b) = (5.4 degrees, -0.5 degrees) in 21-cm line and continuum emission. These clouds show unusually large velocity dispersions of more than 100 km/s (FWHM) which has also been seen in $^{12}$CO, $^{13}$CO, and CS emissions. This dispersion is roughly an order of magnitude larger compared to giant molecular clouds. From our HI observation we estimate that the atomic mass of the cloud at l = 3.2 degrees is about $1.5\times 10^5 M_\odot$ and the mass of the cloud at l = 5.4 degrees is $7\times 10^4 M_\odot$. The ratio of total molecular mass to atomic mass for these clouds appears to be normal for clouds near the galactic center. The main peculiar feature of these clouds is their abnormally large velocity dispersion; the extent in velocity is from about 0 km/s (LSR) to 200 km/s. These clouds are connected, in the l-v plane, to high velocity ridges that extend over several degrees of the longitude. These properties, we believe, provide important clues to the physical process responsible for their large velocity dispersion.","['Harald Riffert, Pawan Kumar, W. K. Huchtmeier']",,arXiv,1996,10.1093/mnras/284.3.749,astro-ph,-1,0.0,Other
4127,flux density measurements complete sample faint blazars,"We performed observations with the Effelsberg 100-m radio telescope to measure flux densities and polarised emission of sources selected from the ""Deep X-ray Radio Blazar Survey"" (DXRBS) to better define their spectral index behaviour in the radio band, with the aim to construct a homogeneous sample of blazars. Sources were observed at four different frequencies with the Effelsberg 100-m telescope. We complemented these measurements with flux density data at 1.4GHz derived from the NRAO VLA Sky Survey.The spectral indices of a sample of faint blazars were computed making use of almost simultaneous measurements. Sixty-six percent of the sources can be classified as ""bona fide"" blazars. Seven objects show a clearly inverted spectral index. Seventeen sources previously classified as flat spectrum radio quasars (FSRQs) are actually steep spectrum radio quasars (SSRQs). The flux densities obtained with the Effelsberg 100-m telescope at 5GHz are compared with the flux densities listed in the Green Bank GB6 survey and in the Parkes-MIT-NRAO PMN catalogue. About 43% of the sources in our sample exhibit flux density variations on temporal scales of 19 or 22 years. We confirm that 75 out of 103 sources of the DXRBS are indeed FSRQs. Twenty-seven sources show a spectral index steeper than -0.5 and should be classified as SSRQs. Polarised emission was detected for 36 sources at 4.85GHz. The median value of the percentage of polarised emission is (5.8+-0.9$)%. Five sources show rotation measure (RM) values >200 rad m^-2.","['Franco Mantovani, Marco Bondi, Karl-Heinz Mack']",,arXiv,2011,10.1051/0004-6361/201117328,astro-ph.CO,64,1.0,"flux, vacua, flux vacua, heterotic flux, ftheory"
473,tetris piece types,"We prove NP-hardness and #P-hardness of Tetris clearing (clearing an initial board using a given sequence of pieces) with the Super Rotation System (SRS), even when the pieces are limited to any two of the seven Tetris piece types. This result is the first advance on a question posed twenty years ago: which piece sets are easy vs. hard? All previous Tetris NP-hardness proofs used five of the seven piece types. We also prove ASP-completeness of Tetris clearing, using three piece types, as well as versions of 3-Partition and Numerical 3-Dimensional Matching where all input integers are distinct. Finally, we prove NP-hardness of Tetris survival and clearing under the ""hard drops only"" and ""20G"" modes, using two piece types, improving on a previous ""hard drops only"" result that used five piece types.","['MIT Hardness Group, Erik D. Demaine, Holden Hall, Jeffery Li']",,arXiv,2024,,cs.CC,-1,0.0,Other
6795,issues orientifolds brane construction gauge theories son global symmetry,"We discuss issues related to orientifolds and the brane realization for gauge theories with orthogonal and symplectic groups. We specifically discuss the case of theories with (hidden) global SO(2n) symmetry, from three to six dimensions. We analyze mirror symmetry for three dimensional N=4 gauge theories, Brane Box Models and six-dimensional gauge theories. We also discuss the issue of T-duality for D_n space-time singularities. Stuck D branes on ON^0 planes play an interesting role.","['Amihay Hanany, Alberto Zaffaroni']",JHEP 9907 (1999) 009,arXiv,1999,10.1088/1126-6708/1999/07/009,hep-th,49,0.6274976855989914,"brane, branes, intersecting, brane box, brane configurations"
7332,supersoft xray sources,"The nearby Andromeda galaxy (M31) has been observed with the ROSAT PSPC in a mosaic of 6 pointings with 25 ksec each. In the paper describing the results on the total sample of detected sources, Supper et al. (1996) also report the positions for 15 supersoft X-ray sources and the blackbody fit results for the brightest of these sources. We report here in more detail on the X-ray spectral characteristics of all these 15 supersoft X-ray sources. Optical multi-colour photometric data obtained in 1990 at the Michigan- Dartmouth-MIT Observatory at Kitt Peak were used originally in the selection process of the supersoft sources, and are the basis for the finding charts given here for most selected X-ray sources.","['J. Greiner, R. Supper, E. A. Magnier']",,arXiv,1996,10.1007/BFb0102248,astro-ph,9,0.9934117413570541,"xray, discovery, cygnus, timing, xte"
5572,spectra variability xray sources deep chandra observation galactic center,"We examine the X-ray spectra and variability of the sample of X-ray sources with L_X = 10^{31}-10^{33} erg s^{-1} identified within the inner 9' of the Galaxy. Very few of the sources exhibit intra-day or inter-month variations. We find that the spectra of the point sources near the Galactic center are very hard between 2--8 keV, even after accounting for absorption. When modeled as power laws the median photon index is Gamma=0.7, while when modeled as thermal plasma we can only obtain lower limits to the temperature of kT>8 keV. The combined spectra of the point sources is similarly hard, with a photon index of Gamma=0.8. Strong line emission is observed from low-ionization, He-like, and H-like Fe, both in the average spectra and in the brightest individual sources. The line ratios of the highly-ionized Fe in the average spectra are consistent with emission from a plasma in thermal equilibrium. This line emission is observed whether average spectra are examined as a function of the count rate from the source, or as a function of the hardness ratios of individual sources. This suggests that the hardness of the spectra may in fact to due local absorption that partially-covers the X-ray emitting regions in the Galactic center systems. We suggest that most of these sources are intermediate polars, which (1) often exhibit hard spectra with prominent Fe lines, (2) rarely exhibit either flares on short time scales or changes in their mean X-ray flux on long time scales, and (3) are the most numerous hard X-ray sources with comparable luminosities in the Galaxy.","['M. P. Muno, J. S. Arabadjis, F. K. Baganoff, M. W. Bautz, W. N. Brandt, P. S. Broos, E. D. Feigelson, G. P. Garmire, M. R. Morris, G. R. Ricker']",Astrophys.J. 613 (2004) 1179-1201,arXiv,2004,10.1086/423164,astro-ph,-1,0.0,Other
335,dancing invisible partners threebody exchanges primordial black holes,"The abundance of massive primordial black holes has historically been constrained by dynamical probes. Since these objects can participate in hard few-body scattering processes, they can readily transfer energy to stellar systems, and, in particular, can disrupt wide binaries. However, disruption is not the only possible outcome of such few-body processes. Primordial black holes could also participate in exchange processes, in which one component of a binary system is ejected and replaced by the black hole itself. In this case, the remaining object in the binary would dynamically appear to have an invisible companion. We study the rate of exchange processes for primordial black holes as a component of dark matter and evaluate possible mechanisms for detecting such binaries. We find that many such binaries plausibly exist in the Solar neighborhood, and show that this process can account for observed binary systems whose properties run counter to the predictions of isolated binary evolution.","['Badal Bhalla, Benjamin V. Lehmann, Kuver Sinha, Tao Xu']","Phys. Rev. D 111, 043029 [2025]",arXiv,2024,10.1103/PhysRevD.111.043029,hep-ph,4,0.3003711633408967,"black, holes, black holes, black hole, hole"
2610,flows inflation effective field theory approach,"We analyze the flow into inflation for generic ""single-clock"" systems, by combining an effective field theory approach with a dynamical-systems analysis. In this approach, we construct an expansion for the potential-like term in the effective action as a function of time, rather than specifying a particular functional dependence on a scalar field. We may then identify fixed points in the effective phase space for such systems, order-by-order, as various constraints are placed on the $M$th time derivative of the potential-like function. For relatively simple systems, we find significant probability for the background spacetime to flow into an inflationary state, and for inflation to persist for at least 60 efolds. Moreover, for systems that are compatible with single-scalar-field realizations, we find a single, universal functional form for the effective potential, $V (\phi)$, which is similar to the well-studied potential for power-law inflation. We discuss the compatibility of such dynamical systems with observational constraints.","['Feraz Azhar, David I. Kaiser']","Phys. Rev. D 98, 063515 (2018)",arXiv,2018,10.1103/PhysRevD.98.063515,astro-ph.CO,54,1.0,"viscosity, fluids, effective field, effective, hydrodynamics"
504,miscibilityimmiscibility transition strongly interacting bosonic mixtures optical lattices,"Interaction plays key role in the mixing properties of a multi-component system. The miscibility-immiscibility transition (MIT) in a weakly interacting mixture of Bose gases is predominantly determined by the strengths of the intra and inter-component two-body contact interactions. On the other hand, in the strongly interacting regime interaction induced processes become relevant. Despite previous studies on bosonic mixtures in optical lattices, the effects of the interaction induced processes on the MIT remains unexplored. In this work, we investigate the MIT in the strongly interacting phases of two-component bosonic mixture trapped in a homogeneous two-dimensional square optical lattice. Particularly we examine the transition when both the components are in superfluid (SF), one-body staggered superfluid (OSSF) or supersolid (SS) phases. Our study prevails that, similar to the contact interactions, the MIT can be influenced by competing intra and inter-component density induced tunnelings and off-site interactions. To probe the MIT in the strongly interacting regime, we study the extended version of the Bose-Hubbard model with the density induced tunneling and nearest-neighbouring interaction terms, and focus in the regime where the hopping processes are considerably weaker than the on-site interaction. We solve this model through site-decoupling mean-field theory with Gutzwiller ansatz and characterize the miscibility through the site-wise co-existence of the two-component across the lattice. Our study contributes to the better understanding of miscibility properties of multi-component systems in the strongly interacting regime.","['Rukmani Bai, Soumik Bandyopadhyay']",,arXiv,2024,,cond-mat.quant-gas,32,0.07838432124247137,"boseeinstein, boseeinstein condensates, condensate, condensates, bose"
787,integrating boxes masks multiobject framework unified visual tracking segmentation,"Tracking any given object(s) spatially and temporally is a common purpose in Visual Object Tracking (VOT) and Video Object Segmentation (VOS). Joint tracking and segmentation have been attempted in some studies but they often lack full compatibility of both box and mask in initialization and prediction, and mainly focus on single-object scenarios. To address these limitations, this paper proposes a Multi-object Mask-box Integrated framework for unified Tracking and Segmentation, dubbed MITS. Firstly, the unified identification module is proposed to support both box and mask reference for initialization, where detailed object information is inferred from boxes or directly retained from masks. Additionally, a novel pinpoint box predictor is proposed for accurate multi-object box prediction, facilitating target-oriented representation learning. All target objects are processed simultaneously from encoding to propagation and decoding, as a unified pipeline for VOT and VOS. Experimental results show MITS achieves state-of-the-art performance on both VOT and VOS benchmarks. Notably, MITS surpasses the best prior VOT competitor by around 6% on the GOT-10k test set, and significantly improves the performance of box initialization on VOS benchmarks. The code is available at https://github.com/yoxu515/MITS.","['Yuanyou Xu, Zongxin Yang, Yi Yang']",,arXiv,2023,,cs.CV,2,0.972223101381229,"image, deep, learning, scene, neural"
24,quasinormal fmodes anisotropic quark stars full general relativity,"We investigate f-mode oscillations of anisotropic quark stars within the framework of full general relativity. We consider two different equations of state (EOSs), one is the MIT bag model EOS and the other is EOS-A. Our study examines the impact of the pressure anisotropy on the equilibrium structure, as well as on the frequencies and damping times of f-mode oscillations. Our results confirm that the f-mode frequency scales linearly with the square root of the average density, with anisotropy influencing both the slope and intercept of this relation. The dependence of the f-mode frequency on total mass reveals distinct trends based on the relative dominance of tangential and radial pressure. When the tangential pressure exceeds the radial pressure, the frequency increases with mass, exhibiting rapid growth for massive quark stars. When the radial pressure dominates, the frequency increases with mass; however, in cases where the radial pressure is significantly greater than the tangential pressure, the frequency decreases as mass increases. For low-mass quark stars, stronger tangential pressure leads to an increase in frequency, while beyond a threshold mass, a further increase in tangential pressure results in a decrease in frequency. For the chosen range of anisotropic strengths, the frequency varies between 1.3 kHz and 2.3 kHz for the MIT bag EOS and between 1.8 kHz and 3.4 kHz for EOS-A. We find that the normalized damping time follows a linear trend with compactness. For a fixed stellar mass, an increase in tangential pressure relative to radial pressure reduces the damping time, whereas a decrease in tangential pressure significantly increases it. The damping time ranges from 83 ms to 900 ms for the MIT bag EOS and from 60 ms to 761 ms for EOS-A. We present semi-empirical expressions for both the frequency and damping time as functions of mass, radius, and anisotropic strength.","['Sushovan Mondal, Manjari Bagchi']",,arXiv,2025,,gr-qc,95,1.0,"quark stars, anisotropic quark, anisotropic, gravity, quark"
7569,test experiment timereversal symmetry breaking superconductivity,A new experiment is proposed to probe the time-reversal symmetry of a superconductor. It is shown that a time-reversal symmetry breaking superconductor can be identified by the observation of a fractional flux in connection with a Josephson junction in a special geometry.,"['Manfred Sigrist, Yong Baek Kim']",,arXiv,1994,10.1143/JPSJ.63.4314,cond-mat,25,1.0,"superconductivity, color, color superconductivity, superconducting, superconductors"
6660,longterm monitoring molonglo calibrators,"Before and after every 12 hour synthesis observation, the Molonglo Observatory Synthesis Telescope (MOST) measures the flux densities of ~5 compact extragalactic radio sources, chosen from a list of 55 calibrators. From 1984 to 1996, the MOST made some 58 000 such measurements. We have developed an algorithm to process this dataset to produce a light curve for each source spanning this thirteen year period. We find that 18 of the 55 calibrators are variable, on time scales between one and ten years. There is the tendency for sources closer to the Galactic Plane to be more likely to vary, which suggests that the variability is a result of refractive scintillation in the Galactic interstellar medium. The sources with the flattest radio spectra show the highest levels of variability, an effect possibly resulting from differing orientations of the radio axes to the line of sight.","['B. M. Gaensler, R. W. Hunstead']",,arXiv,1999,10.1071/AS00072,astro-ph,-1,0.0,Other
